#organism	abbrev	total genes	total length	num chr	institution	reference	rel. date	mod. date	update	gtps	refseq	gbk(genbank)	source
Rathayibacter toxicus 70137	gm04508	2,033	2,328,288	1		Unpublished	2015-02-13	2015-02-17	2016-05-19		NZ_CP010848	CP010848	refseq
Arthrobacter arilaitensis RE117	aai	3,961	3,918,192	3	I.N.R.A. , French National Institute for Agricultural Research	Submitted (04-OCT-2010) National Center for Biotechnology	2010-09-27	2015-02-07	2016-05-19		NC_014549,NC_014548,NC_014550	FQ311475,FQ311476,FQ311875	refseq
Arthrobacter aurescens TC1	aau	4,862	5,226,648	3	TIGR	(er) PLoS Genet. 2 (12), e214 (2006)	2006-12-28	2015-02-24	2016-05-19		NC_008711,NC_008712,NC_008713	CP000474,CP000475,CP000476	refseq
Arthrobacter chlorophenolicus A6	ach	4,840	4,980,870	3	DOE Joint Genome Institute	Unpublished	2009-01-09	2015-02-24	2016-05-19		NC_011886,NC_011879,NC_011881	CP001341,CP001342,CP001343	refseq
Arthrobacter phenanthrenivorans Sphe3	apn	4,411	4,535,320	3	DOE Joint Genome Institute	Unpublished	2011-02-16	2015-02-07	2016-05-19		NC_015145,NC_015146,NC_015147	CP002379,CP002380,CP002381	refseq
Arthrobacter sp. FB24	art	4,786	5,070,478	4	DOE Joint Genome Institute	Unpublished	2006-10-24	2015-02-23	2016-05-19		NC_008541,NC_008537,NC_008538,NC_008539	CP000454,CP000455,CP000456,CP000457	refseq
Arthrobacter sp. IHBB 11108	gm03721	3,312	3,599,434	2		Submitted (04-MAR-2015) Division of Biotechnology, CSIR-Inst	2015-03-11	2015-03-17	2016-05-19		NZ_CP011005,NZ_CP011006	CP011005,CP011006	refseq
Arthrobacter sp. PAMC25486	gm03722	3,964	4,593,579	1		Unpublished	2014-11-19	2015-03-19	2016-05-19		NZ_CP007595	CP007595	refseq
Arthrobacter sp. Rue61a	arr	4,555	5,081,038	3	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	Unpublished	2007-05-02	2015-02-23	2016-05-19		NC_018531,NC_018532,NC_009453	CP003203,CP003204,CP003205	refseq
Kocuria rhizophila DC2201	krh	2,434	2,697,540	1	National Institute of Technology and Evaluation	J. Bacteriol. 190 (12), 4139-4146 (2008)	2008-04-17	2015-02-07	2016-05-19		NC_010617	AP009152	refseq
Micrococcus luteus trpE16	gm04334	2,252	2,501,300	1		Unpublished	2015-02-19	2015-02-23	2016-05-19		NZ_CP007437	CP007437	refseq
Micrococcus luteus NCTC 2665	mlu	2,302	2,501,097	1	DOE Joint Genome Institute	Unpublished	2009-06-12	2015-06-16	2016-05-19		NC_012803	CP001628	refseq
Renibacterium salmoninarum ATCC 33209	rsa	3,785	3,155,250	1	Northwest Fisheries Science Center	Unpublished	2007-12-18	2015-02-07	2016-05-19		NC_010168	CP000910	refseq
Rothia dentocariosa ATCC 17931	rdn	2,233	2,506,025	1	Baylor College of Medicine	Submitted (03-NOV-2010) National Center for Biotechnology	2010-05-21	2015-02-07	2016-05-19		NC_014643	CP002280	refseq
Rothia mucilaginosa DY-18	rmu	1,941	2,264,603	1	Department of Bacteriology, Osaka Dental University	Unpublished	2010-01-05	2015-03-01	2016-05-19		NC_013715	AP011540	refseq
Isoptericola variabilis 225	iva	3,231	3,307,740	1	US DOE Joint Genome Institute	Unpublished	2011-05-26	2015-02-07	2016-05-19		NC_015588	CP002810	refseq
Xylanimonas cellulosilytica DSM 15894	xce	3,627	3,831,380	2	DOE Joint Genome Institute	Unpublished	2009-04-20	2015-02-07	2016-05-19		NC_013530,NC_013531	CP001821,CP001822	refseq
Sanguibacter keddieii DSM 10542	ske	3,974	4,253,413	1	DOE Joint Genome Institute	Unpublished	2009-11-19	2015-02-09	2016-05-19		NC_013521	CP001819	refseq
Tropheryma whipplei TW08/27	tws	892	925,938	1	Welcome Trust Sanger Institute	Lancet 361, 627-634 (2003)	2003-02-24	2015-02-07	2016-05-19		NC_004551	BX072543	refseq
Tropheryma whipplei Twist	twh	890	927,303	1	Genoscope	Genome Res. 2003 Aug;13(8):1800-9.	2003-08-01	2015-03-01	2016-05-19		NC_004572	AE014184	refseq
Actinoplanes friuliensis DSM 7358	afs	8,508	9,376,071	1		Submitted (01-NOV-2013) National Center for Biotechnology	2013-11-01	2015-02-07	2016-05-19		NC_022657	CP006272	refseq
Actinoplanes missouriensis 431	ams	7,884	8,773,466	1	National Institute of Technology and Evaluation	Unpublished	2012-03-29	2015-02-07	2016-05-19		NC_017093	AP012319	refseq
Actinoplanes sp. N902-109	actn	7,826	9,228,054	1	Shanghai Institute of Pharmaceutical Industry	Unpublished	2013-05-08	2015-02-07	2016-05-19		NC_021191	CP005929	refseq
Actinoplanes sp. SE50/110	ase	7,994	9,239,851	1	Center For Biotechnology, Bielefeld University	Unpublished	2011-12-12	2015-02-23	2016-05-19		NC_017803	CP003170	refseq
Micromonospora aurantiaca ATCC 27029	mau	6,403	7,025,559	1	DOE Joint Genome Institute	Unpublished	2009-12-08	2015-02-07	2016-05-19		NC_014391	CP002162	refseq
Micromonospora sp. L5	mil	6,341	6,962,533	1	DOE Joint Genome Institute	Unpublished	2010-02-04	2015-02-07	2016-05-19		NC_014815	CP002399	refseq
Salinispora arenicola CNS-205	saq	5,096	5,786,361	1	DOE Joint Genome Institute	Unpublished	2007-10-05	2015-02-07	2016-05-19		NC_009953	CP000850	refseq
Salinispora tropica CNB-440	stp	4,707	5,183,331	1	DOE Joint Genome Institute	Unpublished	2007-04-17	2015-02-23	2016-05-19		NC_009380	CP000667	refseq
Verrucosispora maris AB-18-032	vma	6,397	6,732,271	2	Korea University	Unpublished	2011-04-13	2015-02-24	2016-05-19		NC_015434,NC_015409	CP002638,CP002639	refseq
Nakamurella multipartita DSM 44233	nml	6,160	6,060,298	1	DOE Joint Genome Institute	Unpublished	2009-04-30	2015-02-07	2016-05-19		NC_013235	CP001737	refseq
Kribbella flavida DSM 17836	kfl	7,483	7,579,488	1	DOE Joint Genome Institute	Unpublished	2009-04-21	2015-02-07	2016-05-19		NC_013729	CP001736	refseq
Nocardioides sp. JS614	nca	5,499	5,293,685	2	DOE Joint Genome Institute	Unpublished	2006-12-18	2015-02-07	2016-05-19		NC_008697,NC_008699	CP000508,CP000509	refseq
Pimelobacter simplex VKM Ac-2033D	gm04460	5,453	5,637,360	1		Unpublished	2014-11-19	2015-03-19	2016-05-19		NZ_CP009896	CP009896	refseq
Microlunatus phosphovorus NM-1	mph	5,962	5,683,123	1	National Institute of Technology and Evaluation	Unpublished	2011-06-01	2015-02-07	2016-05-19		NC_015635	AP012204	refseq
Propionibacterium acidipropionici ATCC 4875	pbo	3,189	3,656,170	1	State University of Campinas	BMC Genomics 13 (1), 562 (2012)	2012-11-06	2015-02-07	2016-05-19		NC_019395	CP003493	refseq
Propionibacterium acnes 266	paw	2,445	2,494,578	1	Georg-August-University Goettingen	PLoS ONE 6 (6), E21581 (2011)	2011-05-11	2015-02-07	2016-05-19		NC_017534	CP002409	refseq
Propionibacterium acnes 6609	pcn	2,478	2,560,282	1	BAYGEN	J. Bacteriol. 193 (17), 4561-4562 (2011)	2011-06-08	2015-02-07	2016-05-19		NC_017535	CP002815	refseq
Propionibacterium acnes ATCC 11828	pad	2,201	2,488,626	1	BAYGEN	J. Bacteriol. 194 (1), 202-203 (2012)	2011-10-20	2015-02-07	2016-05-19		NC_017550	CP003084	refseq
Propionibacterium acnes C1	pacc	2,260	2,519,002	1	Tokyo Medical and Dental University	Unpublished	2012-10-03	2015-02-07	2016-05-19		NC_018707	CP003877	refseq
Propionibacterium acnes HL096PA1	pach	2,343	2,549,775	2	UCLA David Geffen School of Medicine	J. Invest. Dermatol. (2013) In press	2013-04-22	2015-02-07	2016-05-19		NC_021085,NC_021086	CP003293,CP003294	refseq
Propionibacterium acnes KPA171202	pac	2,478	2,560,265	1	University of Goettingen	Science 305 (5684), 671-673 (2004)	2004-07-30	2015-02-07	2016-05-19		NC_006085	AE017283	refseq
Propionibacterium acnes SK137	pak	2,456	2,495,334	1	J. Craig Venter Institute	Submitted (20-APR-2010) National Center for Biotechnology	2008-11-21	2015-02-07	2016-05-19		NC_014039	CP001977	refseq
Propionibacterium acnes TypeIA2 P.acn17	pav	2,274	2,522,885	1	BAYGEN	Submitted (28-DEC-2011) National Center for Biotechnology	2011-12-23	2015-02-07	2016-05-19		NC_016512	CP003196	refseq
Propionibacterium acnes TypeIA2 P.acn31	pax	2,247	2,498,766	1	BAYGEN	Submitted (28-DEC-2011) National Center for Biotechnology	2011-12-23	2015-02-07	2016-05-19		NC_016511	CP003197	refseq
Propionibacterium acnes TypeIA2 P.acn33	paz	2,242	2,489,623	1	BAYGEN	Submitted (28-DEC-2011) National Center for Biotechnology	2011-12-23	2015-02-07	2016-05-19		NC_016516	CP003195	refseq
Propionibacterium acnes hdn-1	pacn	2,248	2,494,562	1		Unpublished	2014-06-17	2015-02-08	2016-05-19		NZ_CP006032	CP006032	gbk
Propionibacterium avidum 44067	pra	2,189	2,526,138	1	BAYGEN	Unpublished	2013-04-17	2015-02-07	2016-05-19		NC_021064	CP005287	refseq
Propionibacterium freudenreichii subsp. freudenreichii DSM 20271	gm04470	2,189	2,649,166	1		Unpublished	2015-03-04	2015-03-05	2016-05-19		NZ_CP010341	CP010341	refseq
Propionibacterium freudenreichii CIRM-B1AI	pfr	2,650	2,616,384	1	I.N.R.A., French National Institute for Agricultural Research	Unpublished	2010-06-07	2015-02-07	2016-05-19		NC_014215	FN806773	refseq
Propionibacterium propionicum F0230a	ppc	2,968	3,449,360	1	J. Craig Venter Institute	Submitted (12-JUL-2012) National Center for Biotechnology	2012-07-12	2015-02-07	2016-05-19		NC_018142	CP002734	refseq
Actinosynnema mirum DSM 43827	ami	7,676	8,248,144	1	DOE Joint Genome Institute	Unpublished	2009-06-09	2015-02-07	2016-05-19		NC_013093	CP001630	refseq
Amycolatopsis japonica MG417-CF17	aja	8,352	9,053,857	2		J. Biotechnol. (2014) In press	2014-07-24	2015-02-07	2016-05-19		NZ_CP008953,NZ_CP008954	CP008953,CP008954	gbk
Amycolatopsis lurida NRRL 2430	alu	8,121	8,987,656	1		Genome Announc 2 (5) (2014)	2015-02-10	2015-03-13	2016-05-19		NC_007243		gbk
Amycolatopsis mediterranei RB	amz	9,311	10,246,864	1		Submitted (22-AUG-2013) National Center for Biotechnology	2013-08-22	2015-02-07	2016-05-19		NC_022116	CP003777	refseq
Amycolatopsis mediterranei S699	amn	9,620	10,236,779	1	University of Delhi	J. Bacteriol. 193 (19), 5562-5563 (2011)	2011-07-19	2015-02-07	2016-05-19		NC_017186	CP002896	refseq
Amycolatopsis mediterranei S699	amm	9,330	10,246,920	1	Institute of Plant Physiology and Ecology, Shanghai Institutes for Biological Sciences	Unpublished	2012-07-30	2015-02-07	2016-05-19		NC_018266	CP003729	refseq
Amycolatopsis mediterranei U32	amd	9,517	10,236,715	1	Chinese Academy of Sciences	Cell Res. 20 (10), 1096-1108 (2010)	2010-06-29	2014-12-17	2015-04-24		NC_014318	CP002000	refseq
Amycolatopsis methanolica 239	gm03719	6,538	7,237,391	1		Unpublished	2014-08-12	2015-02-07	2016-05-19		NZ_CP009110	CP009110	refseq
Amycolatopsis orientalis HCCB10007	aoi	8,075	8,982,090	2	Shanghai institute of pharmaceutical industry	BMC Genomics 14, 289 (2013)	2013-05-20	2015-06-16	2016-05-19		NC_021252,NC_023497	CP003410,CP003411	refseq
Kutzneria albida DSM 43870	kal	8,512	9,874,926	1		BMC Genomics 15, 885 (2014)	2014-02-03	2015-02-08	2016-05-19		NZ_CP007155	CP007155	gbk
Pseudonocardia dioxanivorans CB1190	pdx	7,608	7,303,989	3	DOE Joint Genome Institute	Unpublished	2011-03-28	2015-02-07	2016-05-19		NC_015312,NC_015314,NC_015313	CP002593,CP002594,CP002598	refseq
Saccharomonospora viridis DSM 43017	svi	4,005	4,308,349	1	DOE Joint Genome Institute	Unpublished	2009-08-26	2015-02-07	2016-05-19		NC_013159	CP001683	refseq
Saccharopolyspora erythraea NRRL 2338	sen	7,337	8,212,805	1	Department of Biochemistry, University of Cambridge	Unpublished	2007-03-21	2015-03-04	2016-05-19		NC_009142	AM420293	refseq
Saccharothrix espanaensis DSM 44229 type strain: DSM 44229	sesp	8,090	9,360,653	1	CeBiTec, Technology Platform Genomics	BMC Genomics 13 (1), 465 (2012)	2012-10-02	2015-02-07	2016-05-19		NC_019673	HE804045	refseq
Kitasatospora setae KM-6054	ksk	8,403	8,783,278	1	NITE	DNA Res. 17 (6), 393-406 (2010)	2010-11-11	2015-02-07	2016-05-19		NC_016109	AP010968	refseq
Streptomyces coelicolor A3(2)	sco	8,269	9,054,847	3	Welcome Trust Sanger Institute	Nature 417(6885), 141-147 (2002)	2002-05-09	2014-12-17	2015-04-24		NC_003903,NC_003904,NC_003888	AL589148,AL645771,AL645882	refseq
Streptomyces albulus NK660	salu	7,664	9,372,401	2		Genome Announc 2 (3), e00532-14 (2014)	2014-05-20	2015-02-07	2016-05-19		NZ_CP007574,NZ_CP007575	CP007574,CP007575	gbk
Streptomyces albulus ZPM	gm04649	8,073	9,784,577	1		Sci Rep 5, 9201 (2015)	2015-03-26	2015-03-27	2016-05-19		NZ_CP006871	CP006871	refseq
Streptomyces albus DSM 41398	gm04650	6,616	8,384,669	1		Unpublished	2015-01-21	2015-02-07	2016-05-19		NZ_CP010519	CP010519	refseq
Streptomyces albus J1074	salb	5,770	6,841,649	1	HIPS/LNU	Unpublished	2013-04-09	2015-02-07	2016-05-19		NC_020990	CP004370	refseq
Streptomyces avermitilis MA-4680	sma	8,086	9,119,895	2	NITE	Nat. Biotechnol. (2003) In press	2003-04-14	2015-02-09	2016-05-19		NC_004719,NC_003155	AP005645,BA000030	refseq
Streptomyces bingchenggensis BCW-1	sbh	10,846	11,936,683	1	Northeast Agricultural University	J. Bacteriol. 192 (17), 4526-4527 (2010)	2010-05-28	2015-02-23	2016-05-19		NC_016582	CP002047	refseq
Streptomyces cattleya NRRL 8057	sct	7,312	8,092,553	2	CEA/Genoscope	J. Bacteriol. 193 (18), 5055-5056 (2011)	2011-06-24	2015-02-07	2016-05-19		NC_016113,NC_016111	FQ859184,FQ859185	refseq
Streptomyces cattleya NRRL 8057 = DSM 46488	scy	6,965	8,095,515	2	State Key Laboratory of Microbial Metabolism, Shanghai Jiaotong University	Submitted (10-APR-2012) National Center for Biotechnology	2011-12-27	2015-02-09	2016-05-19		NC_017586,NC_017585	CP003219,CP003229	refseq
Streptomyces collinus Tu 365	sci	6,577	8,377,286	3		Unpublished	2013-08-06	2015-02-23	2016-05-19		NC_021985,NC_022001,NC_021986	CP006259,CP006260,CP006261	refseq
Streptomyces cyaneogriseus subsp. noncyanogenus NMWT 1	gm04651	6,336	7,762,396	1		Unpublished	2015-02-23	2015-03-04	2016-05-19		NZ_CP010849	CP010849	refseq
Streptomyces davawensis JCM 4913	sdv	8,267	9,555,950	2	CeBiTec	J. Bacteriol. 194 (24), 6818-6827 (2012)	2012-10-09	2015-02-07	2016-05-19		NC_020504,NC_020545	HE971709,HE971710	refseq
Streptomyces fulvissimus DSM 40593	sfi	6,788	7,905,758	1	Helmholtz Institute for Pharmaceutical Research Saarland, Helmholtz Centre for Infection Research	Unpublished	2013-05-01	2015-03-01	2016-05-19		NC_021177	CP005080	refseq
Streptomyces glaucescens GLA.O	gm04652	6,373	7,623,774	2		Unpublished	2014-10-01	2015-02-23	2016-05-19		NZ_CP009438,NZ_CP009439	CP009438,CP009439	refseq
Streptomyces griseus NBRC 13350	sgr	7,195	8,545,929	1	University of Tokyo, Japan	Microbiology (Reading, Engl.) 154 (PT 3), 905-914 (2008)	2008-04-09	2015-02-09	2016-05-19		NC_010572	AP009493	refseq
Streptomyces hygroscopicus subsp. jinggangensis 5008	shy	8,924	10,383,684	3	State Key Laboratory of Microbial Metabolism, Shanghai Jiaotong University	Unpublished	2012-01-27	2015-02-07	2016-05-19		NC_017765,NC_017766,NC_016972	CP003275,CP003276,CP003277	refseq
Streptomyces hygroscopicus subsp. jinggangensis TL01	sho	8,642	10,077,952	3	State Key Laboratory of Microbial Metabolism, Shanghai Jiaotong University	Unpublished	2013-02-19	2015-02-07	2016-05-19		NC_020895,NC_020894,NC_020293	CP003720,CP003721,CP003722	refseq
Streptomyces incarnatus NRRL 8089	gm04653	7,429	8,897,465	4		Genome Announc 3 (4), e00715-15 (2015)	2015-06-03	2015-07-14	2016-05-19			CP011497,CP011498,CP011499,CP011500	gbk
Streptomyces leeuwenhoekii C34 (= DSM 42122 = NRRL B-2496	gm04654	6,748	8,122,491	3		Submitted (19-FEB-2015) JIC, Department of Molecular Microbi	2015-05-21	2015-05-28	2016-05-19		NZ_LN831788,NZ_LN831789,NZ_LN831790	LN831788,LN831789,LN831790	refseq
Streptomyces lividans TK24	gm04655	7,355	8,345,283	1		Unpublished	2014-08-12	2015-03-18	2016-05-19		NZ_CP009124	CP009124	refseq
Streptomyces lydicus A02	gm04656	7,907	9,300,149	1		Unpublished	2015-03-13	2015-05-19	2016-05-19		NZ_CP007699	CP007699	refseq
Streptomyces nodosus ATCC 14899	gm04657	6,413	7,714,110	1		Unpublished	2015-01-16	2015-02-23	2016-05-19		NZ_CP009313	CP009313	refseq
Streptomyces flavogriseus ATCC 33331	sfa	6,800	7,656,104	3	US DOE Joint Genome Institute (JGI-PGF)	Unpublished	2009-09-29	2015-02-07	2016-05-19		NC_016114,NC_016110,NC_016115	CP002475,CP002476,CP002477	refseq
Streptomyces rapamycinicus NRRL 5491	src	10,002	12,700,734	1		Genome Announc 1 (4) (2013)	2013-07-08	2014-12-18	2015-04-24		NC_022785	CP006567	refseq
Streptomyces scabiei 87.22	scb	9,133	10,148,695	1	Welcome Trust Sanger Institute	Unpublished	2009-10-06	2015-02-07	2016-05-19		NC_013929	FN554889	refseq
Streptomyces sp. 769	gm04658	8,421	10,338,286	2		Unpublished	2015-01-07	2015-02-07	2016-05-19		NZ_CP003987,NZ_CP003988	CP003987,CP003988	refseq
Streptomyces sp. CNQ-509	gm04660	6,624	8,039,333	1		Unpublished	2015-05-20	2015-05-21	2016-05-19		NZ_CP011492	CP011492	refseq
Streptomyces sp. Mg1	gm03609	7,429	8,716,193	4		Genome Announc 1 (4) (2013)	2013-06-19	2015-06-23	2016-05-19		NZ_CP011664,NZ_CP011665,NZ_CP011666,NZ_CP011667	CP011664,CP011665,CP011666,CP011667	refseq
Streptomyces sp. PAMC26508	strp	6,462	7,630,245	2	Korea Polar Research Institute	Unpublished	2013-04-15	2015-02-07	2016-05-19		NC_021055,NC_021056	CP003990,CP003991	refseq
Streptomyces sp. PBH53	gm04661	7,433	9,153,597	1		Unpublished	2015-06-26	2015-06-26	2016-05-19			CP011799	gbk
Streptomyces sp. SirexAA-E	ssx	6,534	7,414,440	1	US DOE Joint Genome Institute (JGI-PGF)	Unpublished	2009-12-30	2015-02-07	2016-05-19		NC_015953	CP002993	refseq
Streptomyces venezuelae ATCC 10712	sve	7,239	8,226,158	1	John Innes Centre	BMC Genomics 12, 175 (2011)	2011-04-07	2015-02-07	2016-05-19		NC_018750	FR845719	refseq
Streptomyces vietnamensis GIM4.0001	gm04662	7,969	9,153,777	2		Unpublished	2015-01-29	2015-02-07	2016-05-19		NZ_CP010407,NZ_CP010408	CP010407,CP010408	refseq
Streptomyces violaceusniger Tu 4113	svl	9,931	11,138,313	3	US DOE Joint Genome Institute (JGI-PGF)	Unpublished	2010-09-13	2015-02-23	2016-05-19		NC_015957,NC_015951,NC_015952	CP002994,CP002995,CP002996	refseq
Streptomyces xiamenensis 318	gm04663	5,163	5,952,092	1		Unpublished	2015-05-07	2015-05-08	2016-05-19		NZ_CP009922	CP009922	refseq
Nocardiopsis alba ATCC BAA-2165	nal	4,838	5,848,211	1	Ohio University	Unpublished	2012-09-04	2015-02-07	2016-05-19		NC_018524	CP003788	refseq
Nocardiopsis dassonvillei DSM 43111	nda	5,625	6,543,312	2	DOE Joint Genome Institute	Unpublished	2009-04-30	2015-02-07	2016-05-19		NC_014210,NC_014211	CP002040,CP002041	refseq
Thermobifida fusca YX	tfu	3,139	3,642,249	1	DOE Joint Genome Institute	Unpublished	2005-08-10	2015-02-07	2016-05-19		NC_007333	CP000088	refseq
Streptosporangium roseum DSM 43021	sro	9,685	10,369,518	2	DOE Joint Genome Institute	Unpublished	2009-05-08	2015-02-24	2016-05-19		NC_013595,NC_013596	CP001814,CP001815	refseq
Thermomonospora curvata DSM 43183	tcu	5,393	5,639,016	1	DOE Joint Genome Institute	Unpublished	2009-04-28	2015-02-07	2016-05-19		NC_013510	CP001738	refseq
Actinobacteria bacterium IMCC26256	abai	2,299	2,461,858	1		Unpublished	2015-06-10	2015-06-10	2016-05-19		NC_007243		gbk
Atopobium parvulum DSM 20469	apv	1,443	1,543,805	1	DOE Joint Genome Institute	Unpublished	2009-09-09	2015-02-07	2016-05-19		NC_013203	CP001721	refseq
Olsenella uli DSM 7084	ols	1,914	2,051,896	1	DOE Joint Genome Institute	Unpublished	2010-07-26	2015-02-07	2016-05-19		NC_014363	CP002106	refseq
Coriobacterium glomerans PW2	cgo	2,016	2,115,681	1	US DOE Joint Genome Institute (JGI-PGF)	Unpublished	2011-04-07	2015-02-07	2016-05-19		NC_015389	CP002628	refseq
Coriobacteriaceae bacterium 68-1-3	gm04056	1,652	1,967,093	1		Unpublished	2015-01-06	2015-03-19	2016-05-19		NZ_CP009302	CP009302	refseq
Adlercreutzia equolifaciens DSM 19450	aeq	2,259	2,862,526	1		Genome Announc 1 (5) (2013)	2013-09-04	2015-02-07	2016-05-19		NC_022567	AP013105	refseq
Cryptobacterium curtum DSM 15641	ccu	1,528	1,617,804	1	DOE Joint Genome Institute	Unpublished	2009-08-26	2015-02-07	2016-05-19		NC_013170	CP001682	refseq
Eggerthella lenta DSM 2243	ele	3,190	3,632,260	1	DOE Joint Genome Institute	Unpublished	2009-09-09	2015-02-07	2016-05-19		NC_013204	CP001726	refseq
Eggerthella sp. YY7918	eyy	2,850	3,123,671	1	Gifu University, United Graduate School of Agricultural Science	J. Bacteriol. 193 (19), 5570-5571 (2011)	2011-06-30	2015-02-07	2016-05-19		NC_015738	AP012211	refseq
Gordonibacter pamelaeae 7-10-1-b 7-10-1-bT	gpa	3,207	3,608,022	1	MetaHIT	Unpublished	2010-03-25	2015-02-07	2016-05-19		NC_021021	FP929047	refseq
Slackia heliotrinireducens DSM 20476	shi	2,981	3,165,038	1	DOE Joint Genome Institute	Unpublished	2009-08-28	2015-02-07	2016-05-19		NC_013165	CP001684	refseq
Rubrobacter radiotolerans RSPS-4	rrd	3,083	3,267,233	4		Unpublished	2014-05-01	2015-02-07	2016-05-19		NZ_CP007514,NZ_CP007515,NZ_CP007516,NZ_CP007517	CP007514,CP007515,CP007516,CP007517	gbk
Rubrobacter xylanophilus DSM 9941	rxy	3,620	3,225,748	1	DOE Joint Genome Institute	Unpublished	2006-06-09	2015-02-07	2016-05-19		NC_008148	CP000386	refseq
Conexibacter woesei DSM 14684	cwo	6,949	6,359,369	1	DOE Joint Genome Institute	Unpublished	2010-01-15	2015-02-07	2016-05-19		NC_013739	CP001854	refseq
Aquifex aeolicus VF5	aae	1,648	1,590,791	2	Diversa	Nature 392 (6674), 353-358 (1998)	1998-03-26	2015-04-09	2016-05-19		NC_000918,NC_001880	AE000657,AE000667	refseq
Hydrogenobacter thermophilus TK-6	hth	1,938	1,743,135	1	University of Tokyo, Japan	Unpublished	2010-02-11	2015-03-04	2016-05-19		NC_013799	AP011112	refseq
Hydrogenobacter thermophilus TK-6	hte	1,932	1,742,932	1	US DOE Joint Genome Institute (JGI-PGF)	Unpublished	2010-10-15	2015-02-07	2016-05-19		NC_017161	CP002221	refseq
Hydrogenobaculum sp. 3684	gm04238	1,567	1,552,775	1		Appl. Environ. Microbiol. 79 (9), 2932-2943 (2013)	2011-05-17	2015-02-16	2016-05-19		NC_015557	CP002726	refseq
Hydrogenobaculum sp. HO	hho	1,558	1,552,931	1	DOE Joint Genome Institute	Unpublished	2013-02-26	2015-02-07	2016-05-19		NC_020411	CP004347	refseq
Hydrogenobaculum sp. SHO	gm04239	1,569	1,552,607	1		Appl. Environ. Microbiol. 79 (9), 2932-2943 (2013)	2011-05-26	2015-03-16	2016-05-19		NC_015587	CP002809	refseq
Hydrogenobaculum sp. SN	hys	1,570	1,552,931	1	US DOE Joint Genome Institute	Unpublished	2013-03-25	2015-02-07	2016-05-19		NC_020814	CP004390	refseq
